group,title,member,keyword,thumbnail
NMIXX,별별별 (See that),배이,"['금발', '파트', '엔믹스', '매력', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%87%E1%85%A2%E1%84%8B%E1%85%B5.jpeg?raw=true
NMIXX,별별별 (See that),설윤,"['보름달', '파트', '엔믹스', '별별별', '비주얼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%89%E1%85%A5%E1%86%AF%E1%84%8B%E1%85%B2%E1%86%AB.jpeg?raw=true
NMIXX,별별별 (See that),지우,"['엔믹스', '노래', '비쥬', '금발', '도입']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%8C%E1%85%B5%E1%84%8B%E1%85%AE.jpeg?raw=true
NMIXX,별별별 (See that),해원,"['전화', '노래', '엔믹스', '사랑해', '파트']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%8B%E1%85%AF%E1%86%AB.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),규진,"['파트', '목소리', '헤헤', '음색', '소륜']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%80%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),릴리,"['보컬', '최고', '노래', '외모', '완벽']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%85%E1%85%B5%E1%86%AF%E1%84%85%E1%85%B5.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),배이,"['도입', '입부', '음색', '목소리', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%87%E1%85%A2%E1%84%8B%E1%85%B5.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),설윤,"['보이스', '노래', '목소리', '엔믹스', '설윤님']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%89%E1%85%A5%E1%86%AF%E1%84%8B%E1%85%B2%E1%86%AB.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),지우,"['음색', '왜케', '달라', '소륜', '존예']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%8C%E1%85%B5%E1%84%8B%E1%85%AE.jpeg?raw=true
NMIXX,蜚蜚 (FEIFEI),해원,"['엔믹스', '오오오오오', '외모', '음색', '옹오']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%86%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%8B%E1%85%AF%E1%86%AB.jpeg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),다니엘,"['양조위', '노래', '뉴진스', '뮤비', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),민지,"['사랑해', '뉴진스', '해석', '뮤비', '민희진']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),하니,"['뉴진스', '사랑해', '인간', '뮤비', '양조위']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),해린,"['뉴진스', '사랑해', '취한', '화이팅', '고양이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Cool With You' & 'Get Up' (side B),혜인,"['뉴진스', '목소리', '사랑해', '노래', '표정']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Cool With You' (side A),다니엘,"['뉴진스', '사랑해', '양조위', '요정', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Cool With You' (side A),민지,"['사랑해', '뉴진스', '미모', '민희진', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Cool With You' (side A),하니,"['결혼', '뉴진스', '사랑해', '민희진', '화이팅']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Cool With You' (side A),해린,"['뉴진스', '사랑해', '화이팅', '분명', '민희진']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Cool With You' (side A),혜인,"['목소리', '사랑해', '뉴진스', '도입', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),다니엘,"['뮤비', '사탕', '표정', '매력', '연기']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),민지,"['농구', '뉴진스', '금발', '고양이', '싱잉']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),하니,"['뉴진스', '고양이', '하이브', '데뷔', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),해린,"['고양이', '뮤비', '매력', '사랑해', '아기']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (DANIELLE&HAERIN ver.),혜인,"['애기', '고양이', '따름', '원통', '고삼']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HANNI ver.),다니엘,"['뮤비', '노래', '민희진', '얼마나', '젛음']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HANNI ver.),민지,"['뮤비', '뉴진스', '화이팅', '혜린', '헷깔림']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HANNI ver.),하니,"['버전', '사랑해', '뮤비', '뉴진스', '언니']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HANNI ver.),해린,"['앞머리', '노래', '아기', '고양이', '생글생글']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HANNI ver.),혜인,"['데뷔', '클럽', '혜린', '헷깔림', '서로']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HYEIN ver.),다니엘,"['버전', '데뷔', '각각', '클럽', '하이브']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HYEIN ver.),민지,"['개입흐', '결말', '뮤비', '흑인', '왕실']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HYEIN ver.),하니,"['뮤비', '음색', '조이', '정뚝', '엔딩']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HYEIN ver.),해린,"['멤버', '매력', '삼촌', '쥬거', '남자']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (HYEIN ver.),혜인,"['사랑해', '버전', '언니', '매력', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (MINJI ver.),다니엘,"['노래', '뉴진스', '사랑해', '하입보이', '안함']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (MINJI ver.),민지,"['뮤비', '사랑해', '버전', '올리비아', '핫세']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (MINJI ver.),하니,"['노래', '뉴진스', '하입보이', '컨셉', '청안']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (MINJI ver.),해린,"['사랑해', '뉴진스', '노래', '와웅', '큐티']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,'Hype Boy' Official MV (MINJI ver.),혜인,"['버전', '노래', '옛날', '아이돌', '뉴진스']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,ASAP,다니엘,"['뮤비', '엘프', '사랑해', '뉴진스', '컨셉']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,ASAP,민지,"['뉴진스', '금발', '토끼', '사랑해', '당근']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,ASAP,하니,"['금발', '뉴진스', '사랑해', '뮤비', '엘프']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,ASAP,해린,"['사랑해', '금발', '뉴진스', '고양이', '미모']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,ASAP,혜인,"['뉴진스', '사랑해', '엘프', '금발', '마녀']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,All,다니엘,"['뉴진스', '뮤비', '민희진', '노래', '하이브']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,All,민지,"['뉴진스', '뮤비', '민희진', '멤버', '단월드']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,All,하니,"['뉴진스', '머리', '단발', '뮤비', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,All,해린,"['고양이', '뉴진스', '사랑해', '뮤비', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,All,혜인,"['뉴진스', '뮤비', '민희진', '노래', '단월드']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Attention,다니엘,"['뉴진스', '하이브', '노래', '뮤비', '데뷔']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,Attention,민지,"['사랑해', '뉴진스', '얼굴', '노래', '레전드']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,Attention,하니,"['뉴진스', '민희진', '얼굴', '사랑해', '애기']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,Attention,해린,"['뉴진스', '고양이', '사랑해', '노래', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Attention,혜인,"['클럽', '뉴진스', '사랑해', '데뷔', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Bubble Gum,다니엘,"['머리', '뉴진스', '민희진', '뮤비', '노래']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,Bubble Gum,민지,"['뉴진스', '생일', '사랑해', '민희진', '응원']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,Bubble Gum,하니,"['단발', '머리', '뉴진스', '노래', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,Bubble Gum,해린,"['사랑해', '뉴진스', '생일', '응원', '고양이']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Bubble Gum,혜인,"['친구', '뉴진스', '비눗방울', '안녕', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Cookie,다니엘,"['뉴진스', '쿠키', '뮤비', '가사', '사랑해']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,Cookie,민지,"['조민지', '뉴진스', '사랑해', '그레', '네네']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,Cookie,하니,"['쿠키', '뉴진스', '노래', '가사', '하이브']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,Cookie,해린,"['쿠키', '사랑해', '뉴진스', '매력', '음색']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Cookie,혜인,"['사랑해', '춤선', '정장', '뉴진스', '뮤비']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Ditto (side A),다니엘,"['뉴진스', '뮤비', '학교', '노래', '감성']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%83%E1%85%A1%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AF.jpeg?raw=true
NewJeans,Ditto (side A),민지,"['안무', '실수', '뉴진스', '뮤비', '희수']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%86%E1%85%B5%E1%86%AB%E1%84%8C%E1%85%B5.jpeg?raw=true
NewJeans,Ditto (side A),하니,"['노래', '뉴진스', '사랑해', '하이브', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%B5.jpeg?raw=true
NewJeans,Ditto (side A),해린,"['뉴진스', '고양이', '썸네일', '멤버', '희수']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A2%E1%84%85%E1%85%B5%E1%86%AB.jpeg?raw=true
NewJeans,Ditto (side A),혜인,"['희수', '뉴진스', '뮤비', '민희진', '멤버']",https://github.com/2024-NIPA-google-trendpop/youtube_dashboard/blob/main/artist_image/%E1%84%82%E1%85%B2%E1%84%8C%E1%85%B5%E1%86%AB%E1%84%89%E1%85%B3_%E1%84%92%E1%85%A8%E1%84%8B%E1%85%B5%E1%86%AB.jpeg?raw=true
